"_id","ticker","maxAge","currentPrice","targetHighPrice","targetLowPrice","targetMeanPrice","targetMedianPrice","recommendationMean","recommendationKey","numberOfAnalystOpinions","totalCash","totalCashPerShare","ebitda","totalDebt","quickRatio","currentRatio","totalRevenue","debtToEquity","revenuePerShare","returnOnAssets","returnOnEquity","grossProfits","freeCashflow","operatingCashflow","earningsGrowth","revenueGrowth","grossMargins","ebitdaMargins","operatingMargins","profitMargins","financialCurrency","preMarketChangePercent","preMarketChange","preMarketTime","preMarketPrice","preMarketSource","postMarketChangePercent","postMarketChange","postMarketTime","postMarketPrice","postMarketSource","regularMarketChangePercent","regularMarketChange","regularMarketTime","priceHint","regularMarketPrice","regularMarketDayHigh","regularMarketDayLow","regularMarketVolume","averageDailyVolume10Day","averageDailyVolume3Month","regularMarketPreviousClose","regularMarketSource","regularMarketOpen","strikePrice","openInterest","exchange","exchangeName","exchangeDataDelayedBy","marketState","quoteType","symbol","underlyingSymbol","shortName","longName","currency","quoteSourceName","currencySymbol","fromCurrency","toCurrency","lastMarket","volume24Hr","volumeAllCurrencies","circulatingSupply","marketCap","previousClose","open","dayLow","dayHigh","dividendRate","dividendYield","exDividendDate","payoutRatio","fiveYearAvgDividendYield","beta","trailingPE","forwardPE","volume","averageVolume","averageVolume10days","bid","ask","bidSize","askSize","yield","ytdReturn","totalAssets","expireDate","fiftyTwoWeekLow","fiftyTwoWeekHigh","priceToSalesTrailing12Months","fiftyDayAverage","twoHundredDayAverage","trailingAnnualDividendRate","trailingAnnualDividendYield","navPrice","algorithm","maxSupply","startDate","tradeable","enterpriseValue","floatShares","sharesOutstanding","sharesShort","sharesShortPriorMonth","sharesShortPreviousMonthDate","dateShortInterest","sharesPercentSharesOut","heldPercentInsiders","heldPercentInstitutions","shortRatio","shortPercentOfFloat","impliedSharesOutstanding","morningStarOverallRating","morningStarRiskRating","category","bookValue","priceToBook","annualReportExpenseRatio","beta3Year","fundFamily","fundInceptionDate","legalType","threeYearAverageReturn","fiveYearAverageReturn","lastFiscalYearEnd","nextFiscalYearEnd","mostRecentQuarter","earningsQuarterlyGrowth","revenueQuarterlyGrowth","netIncomeToCommon","trailingEps","forwardEps","pegRatio","lastSplitFactor","lastSplitDate","enterpriseToRevenue","enterpriseToEbitda","52WeekChange","SandP52WeekChange","lastDividendValue","lastDividendDate","lastCapGain","annualHoldingsTurnover"
"61fdb19328431e28b8a5f876","AMZN",1,3152.79,5000,3600,4103.83,4025,1.7,"buy",52,96048996352,188.701,59174998016,116394999808,0.906,1.136,469822013440,84.195,928.502,0.041929998,0.28806,197478000000,3188750080,46327001088,0.971,0.094,0.42032,0.12595001,0.052950002,0.07101,"USD",0.121029995,336.09,1643984999,3113,"FREE_REALTIME",-0.0016778914,-5.290039,1644016128,3147.5,"FREE_REALTIME",0.13535914,375.88013,1644008402,2,3152.79,3224,3012.16,12623950,5531160,"{}",2776.91,"FREE_REALTIME",3112.13,"{}","{}","NMS","NasdaqGS",0,"POST","EQUITY","AMZN",,"Amazon.com, Inc.","Amazon.com, Inc.","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",1598931206144,2776.91,3112.13,3012.16,3224,"{}","{}","{}",0,"{}","{}",48.646664,41.964462,12623950,3546975,5531160,3157.4,3150,1100,900,"{}","{}","{}","{}",2707.04,3773.08,"{}",3278.37,3368.7654,0,0,"{}",,"{}","{}",false,1433793200128,443043780,507148000,3494045,3599503,1639526400,1642118400,0.0069,0.09924,0.59378,1.22,0.008,"{}","{}","{}",,271.601,11.608168,"{}","{}",,"{}",,"{}","{}",1640908800,1703980800,1640908800,0.983,"{}",33364000768,64.81,75.13,1.6,"2:1",936230400,3.052,24.23,-0.17160332,0.15195155,"{}","{}","{}","{}"
"61fdb19428431e28b8a5f877","MSFT",1,305.94,425,306.55,370.97,370,1.7,"buy",46,125348003840,16.72,90829996032,80353001472,2.05,2.247,184902991872,50.217,24.585,0.15248999,0.49051,115856000000,46479876096,83909001216,0.222,0.201,0.68825996,0.49123,0.42523998,0.38498002,"USD",-0.00375105,-1.13,1643984999,300.12,"FREE_REALTIME",-0.0027130062,-0.8300171,1644016083,305.11,"FREE_REALTIME",0.015568472,4.6900024,1644008402,2,305.94,308.8,299.97,34892319,57790950,"{}",301.25,"FREE_REALTIME",300.21,"{}","{}","NMS","NasdaqGS",0,"POST","EQUITY","MSFT",,"Microsoft Corporation","Microsoft Corporation","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",2386552160256,301.25,300.21,299.97,308.8,2.48,0.0082,1644969600,0.2449,1.37,0.888612,32.58494,28.459536,34892319,33954187,57790950,305,305,1000,3000,"{}","{}","{}","{}",224.26,349.67,"{}",321.8514,294.5799,2.36,0.007834025,"{}",,"{}","{}",false,2213435932672,7489894342,7496869888,39031383,42981645,1639526400,1642118400,0.0052,0.00062,0.72062,1.26,0.0052,"{}","{}","{}",,21.335,14.339818,"{}","{}",,"{}",,"{}","{}",1625011200,1688083200,1640908800,0.214,"{}",71184998400,9.389,10.75,1.85,"2:1",1045526400,11.971,24.369,0.24380672,0.15195155,0.62,1637107200,"{}","{}"
"61fdb19428431e28b8a5f878","NVDA",1,243.19,400,177.5,340.82,350,1.9,"buy",42,19298000896,7.719,9758999552,11827000320,6.437,7.145,24273999872,49.697,9.75,0.15934,0.41939998,10557000000,5935249920,8142000128,0.83,0.503,0.64398,0.40203,0.35454,0.33806,"USD",-0.000250533,-0.0599976,1643984999,239.42,"FREE_REALTIME",-0.0027550398,-0.66999817,1644016087,242.52,"FREE_REALTIME",0.015491927,3.7100067,1644008403,2,243.19,246.33,236.33,35205523,62070640,"{}",239.48,"FREE_REALTIME",239.72,"{}","{}","NMS","NasdaqGS",0,"POST","EQUITY","NVDA",,"NVIDIA Corporation","NVIDIA Corporation","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",606029479936,239.48,239.72,236.33,246.33,0.16,0.00059999997,1638316800,0.0493,0.25,1.383888,74.989204,47.038685,35205523,51720304,62070640,242.15,242.35,1200,800,"{}","{}","{}","{}",115.665,346.47,"{}",281.9368,224.01286,0.16,0.0006681142,"{}",,"{}","{}",false,591229026304,2400350000,2492000000,25524396,23374534,1639526400,1642118400,0.010199999,0.04079,0.67065,0.54,0.0106,"{}","{}","{}",,9.512,25.566652,"{}","{}",,"{}",,"{}","{}",1612051200,1675123200,1635638400,0.844,"{}",8206000128,3.243,5.17,1.4,"4:1",1626739200,24.356,60.583,0.76204836,0.15195155,0.04,1638316800,"{}","{}"
"61fdb19428431e28b8a5f879","GE",1,99.01,144,55,117.24,121,2,"buy",18,25767000064,23.446,6676999168,35185000448,0.891,1.277,74196000768,84.555,67.574,0.01016,-0.08632,18017000000,"{}","{}","{}",-0.074,0.24283001,0.08999,0.04956,-0.087869994,"USD",-0.00671273,-0.659996,1643984843,97.66,"FREE_REALTIME",-0.000606052,-0.0600052,1644014863,98.95,"FREE_REALTIME",0.0070179254,0.69000244,1644008402,2,99.01,100.05,97.64,6085251,9074730,"{}",98.32,"DELAYED",97.7,"{}","{}","NYQ","NYSE",0,"POST","EQUITY","GE",,"General Electric Company","General Electric Company","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",108726845440,98.32,97.7,97.64,100.05,0.32,0.0033000002,1639958400,"{}",2.24,0.994032,,18.610903,6085251,7083770,9074730,99.22,99.18,1000,1000,"{}","{}","{}","{}",88.05,116.17,"{}",96.4008,102.759,0.32,0.0032546786,"{}",,"{}","{}",false,118465961984,1095845870,1098140032,9929656,9566172,1639526400,1642118400,0.009,0.00242,0.72059995,1.83,0.0091,"{}","{}","{}",,36.679,2.6993647,"{}","{}",,"{}",,"{}","{}",1640908800,1703980800,1640908800,"{}","{}",-3561999872,-6.16,5.32,4.09,"1:8",1627862400,1.597,17.742,0.078070164,0.15195155,0.08,1639958400,"{}","{}"
