"_id","ticker","maxAge","currentPrice","targetHighPrice","targetLowPrice","targetMeanPrice","targetMedianPrice","recommendationMean","recommendationKey","numberOfAnalystOpinions","totalCash","totalCashPerShare","ebitda","totalDebt","quickRatio","currentRatio","totalRevenue","debtToEquity","revenuePerShare","returnOnAssets","returnOnEquity","grossProfits","freeCashflow","operatingCashflow","earningsGrowth","revenueGrowth","grossMargins","ebitdaMargins","operatingMargins","profitMargins","financialCurrency","preMarketChange","preMarketPrice","preMarketSource","postMarketChangePercent","postMarketChange","postMarketTime","postMarketPrice","postMarketSource","regularMarketChangePercent","regularMarketChange","regularMarketTime","priceHint","regularMarketPrice","regularMarketDayHigh","regularMarketDayLow","regularMarketVolume","averageDailyVolume10Day","averageDailyVolume3Month","regularMarketPreviousClose","regularMarketSource","regularMarketOpen","strikePrice","openInterest","exchange","exchangeName","exchangeDataDelayedBy","marketState","quoteType","symbol","underlyingSymbol","shortName","longName","currency","quoteSourceName","currencySymbol","fromCurrency","toCurrency","lastMarket","volume24Hr","volumeAllCurrencies","circulatingSupply","marketCap","previousClose","open","dayLow","dayHigh","dividendRate","dividendYield","exDividendDate","payoutRatio","fiveYearAvgDividendYield","beta","trailingPE","forwardPE","volume","averageVolume","averageVolume10days","bid","ask","bidSize","askSize","yield","ytdReturn","totalAssets","expireDate","fiftyTwoWeekLow","fiftyTwoWeekHigh","priceToSalesTrailing12Months","fiftyDayAverage","twoHundredDayAverage","trailingAnnualDividendRate","trailingAnnualDividendYield","navPrice","algorithm","maxSupply","startDate","tradeable","enterpriseValue","floatShares","sharesOutstanding","sharesShort","sharesShortPriorMonth","sharesShortPreviousMonthDate","dateShortInterest","sharesPercentSharesOut","heldPercentInsiders","heldPercentInstitutions","shortRatio","shortPercentOfFloat","impliedSharesOutstanding","morningStarOverallRating","morningStarRiskRating","category","bookValue","priceToBook","annualReportExpenseRatio","beta3Year","fundFamily","fundInceptionDate","legalType","threeYearAverageReturn","fiveYearAverageReturn","lastFiscalYearEnd","nextFiscalYearEnd","mostRecentQuarter","earningsQuarterlyGrowth","revenueQuarterlyGrowth","netIncomeToCommon","trailingEps","forwardEps","pegRatio","lastSplitFactor","lastSplitDate","enterpriseToRevenue","enterpriseToEbitda","52WeekChange","SandP52WeekChange","lastDividendValue","lastDividendDate","lastCapGain","annualHoldingsTurnover","preMarketChangePercent","preMarketTime"
"6014f0a42241cc5ae83e266c","AAPL",1,131.96,175,83,149.24,155,2,"buy",38,76826001408,4.576,85159002112,112042999808,1.022,1.163,294135005184,169.188,17.13,0.13361,0.82089996,104956000000,66893373440,88920997888,0.344,0.214,0.38779998,0.28952,0.25245002,0.21735,"USD","{}","{}","FREE_REALTIME",-0.0013641099,-0.180008,1611968399,131.78,"FREE_REALTIME",-0.037420597,-5.1299896,1611954002,2,131.96,136.74,130.21,177523812,121191612,"{}",137.09,"FREE_REALTIME",135.83,"{}","{}","NMS","NasdaqGS",0,"CLOSED","EQUITY","AAPL",,"Apple Inc.","Apple Inc.","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",2215357710336,137.09,135.83,130.21,136.74,0.82,0.006,1612483200,0.2175,1.46,1.283613,35.79062,28.686958,177523812,110413917,121191612,131.75,131.78,800,1000,"{}","{}","{}","{}",53.1525,145.09,"{}",131.3706,118.139694,0.807,0.0058866437,"{}",,"{}","{}",false,2336697090048,16770972142,16788100096,99897228,94721417,1607990400,1610668800,0.0058999998,0.00065,0.59661996,0.88,0.0058999998,"{}","{}","{}",,3.936,33.526424,"{}","{}",,"{}",,"{}","{}",1601078400,1664150400,1608940800,0.293,"{}",63929999360,3.687,4.6,2.26,"4:1",1598832000,7.944,27.439,0.7717036,0.17419207,0.205,1604620800,"{}","{}",,
"6014f0a52241cc5ae83e266d","AMZN",1,3206.2,4500,3048,3829.5,3800,1.7,"buy",44,68401999872,136.327,43707998208,96813998080,0.873,1.108,347945009152,116.96,696.935,0.0517,0.24952,114986000000,33672624128,55291998208,1.924,0.374,0.4022,0.12562001,0.057210002,0.04994,"USD","{}","{}","FREE_REALTIME",-0.00037425998,-1.19995,1611968397,3205,"FREE_REALTIME",-0.009704711,-31.420166,1611954003,2,3206.2,3236.99,3184.55,4054122,3862037,"{}",3237.62,"FREE_REALTIME",3230,"{}","{}","NMS","NasdaqGS",0,"CLOSED","EQUITY","AMZN",,"Amazon.com, Inc.","Amazon.com, Inc.","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",1608714027008,3237.62,3230,3184.55,3236.99,"{}","{}","{}",0,"{}",1.198004,93.74306,70.32683,4054122,4041974,3862037,3201,3205.8,800,800,"{}","{}","{}","{}",1626.03,3552.25,"{}",3204.0244,3182.4426,"{}","{}","{}",,"{}","{}",false,1652891713536,427783024,500889984,3141707,3040822,1607990400,1610668800,0.0063,0.14556,0.58663,0.86,0.0074,"{}","{}","{}",,164.89,19.444477,"{}","{}",,"{}",,"{}","{}",1577750400,1640908800,1601424000,1.967,"{}",17376999424,34.202,45.59,2.72,"2:1",936230400,4.75,37.817,0.61178267,0.17419207,"{}","{}","{}","{}",,
"601888435fde403e04391eac","AAPL",1,134.14,175,83,149.9,155,2,"buy",38,76826001408,4.576,85159002112,112042999808,1.022,1.163,294135005184,169.188,17.13,0.13361,0.82089996,104956000000,66893373440,88920997888,0.344,0.214,0.38779998,0.28952,0.25245002,0.21735,"USD",1.73,133.69,"FREE_REALTIME",-0.00022363784,-0.02999878,1612220476,134.11,"FREE_REALTIME",0.016520102,2.1799927,1612213201,2,134.14,135.38,130.9315,104212352,138517866,"{}",131.96,"FREE_REALTIME",133.75,"{}","{}","NMS","NasdaqGS",0,"POST","EQUITY","AAPL",,"Apple Inc.","Apple Inc.","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",2251955634176,131.96,133.75,130.9315,135.38,0.82,0.0062,1612483200,0.2177,1.44,1.283613,36.38188,29.16087,104212352,109613798,138517866,134.1,134.12,1000,1400,"{}","{}","{}","{}",53.1525,145.09,"{}",131.92313,118.708885,0.807,0.006115489,"{}",,"{}","{}",false,2250574135296,16770972142,16788100096,99897228,94721417,1607990400,1610668800,0.0058999998,0.00065,0.59661996,0.88,0.0058999998,"{}","{}","{}",,3.936,34.080284,"{}","{}",,"{}",,"{}","{}",1601078400,1664150400,1608940800,0.293,"{}",63929999360,3.687,4.6,2.03,"4:1",1598832000,7.652,26.428,0.71010184,0.14322305,0.205,1604620800,"{}","{}",0.01311,1612189799
"601888445fde403e04391ead","AMZN",1,3342.88,4500,3048,3831.77,3800,1.7,"buy",44,68401999872,136.327,43707998208,96813998080,0.873,1.108,347945009152,116.96,696.935,0.0517,0.24952,114986000000,33672624128,55291998208,1.924,0.374,0.4022,0.12562001,0.057210002,0.04994,"USD",37.6702,3243.87,"FREE_REALTIME",0.002129935,7.120117,1612220419,3350,"FREE_REALTIME",0.042629883,136.67993,1612213202,2,3342.88,3350,3235.025,3963088,3603650,"{}",3206.2,"FREE_REALTIME",3242.36,"{}","{}","NMS","NasdaqGS",0,"POST","EQUITY","AMZN",,"Amazon.com, Inc.","Amazon.com, Inc.","USD","Nasdaq Real Time Price","$",,,,"{}","{}","{}",1677293387776,3206.2,3242.36,3235.025,3350,"{}","{}","{}",0,"{}",1.198004,97.73931,73.21244,3963088,3932870,3603650,3348.5,3344.78,800,900,"{}","{}","{}","{}",1626.03,3552.25,"{}",3210.0344,3185.174,"{}","{}","{}",,"{}","{}",false,1637126635520,427783024,500889984,3141707,3040822,1607990400,1610668800,0.0063,0.14556,0.58663,0.86,0.0074,"{}","{}","{}",,164.89,20.273394,"{}","{}",,"{}",,"{}","{}",1577750400,1640908800,1601424000,1.967,"{}",17376999424,34.202,45.66,2.72,"2:1",936230400,4.705,37.456,0.5997405,0.14322305,"{}","{}","{}","{}",0.0117492,1612189799
